City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
154,Lakselv,70.0513,24.9718,48.02,71,100,5.75,NO,overcast clouds
155,Olinda,-8.0089,-34.8553,76.73,65,20,14.97,BR,few clouds
156,Port Macquarie,-31.4333,152.9167,55.89,78,51,7.09,AU,broken clouds
157,Bonavista,48.6499,-53.1147,56.05,66,100,16.89,CA,overcast clouds
158,Palmer,42.1584,-72.3287,70.21,75,95,5.01,US,overcast clouds
159,Ilulissat,69.2167,-51.1,35.04,97,100,3.6,GL,overcast clouds
160,Vostok,46.4856,135.8833,51.6,87,10,6.78,RU,clear sky
161,Kudahuvadhoo,2.6708,72.8944,82.17,74,100,15.95,MV,overcast clouds
162,Roma,43.2128,-75.4557,72.82,81,100,3.69,US,overcast clouds
163,Baft,29.234,56.6057,67.84,45,0,5.59,IR,clear sky
164,Acapulco,16.8634,-99.8901,84.56,70,78,8.88,MX,broken clouds
165,Bilibino,68.0546,166.4372,47.32,48,13,3.49,RU,few clouds
166,Werneck,49.9833,10.1,67.53,63,79,2.53,DE,broken clouds
167,Banda Aceh,5.5577,95.3222,78.94,78,100,13.02,ID,overcast clouds
168,Tangshan,39.6333,118.1833,62.92,49,0,3.85,CN,clear sky
169,Cockburn Town,21.4612,-71.1419,83.46,73,6,11.68,TC,clear sky
170,Tasiilaq,65.6145,-37.6368,39.06,99,100,2.37,GL,light rain
171,Oktyabrskoye,43.0645,44.7417,53.76,78,100,1.99,RU,overcast clouds
172,Kaitangata,-46.2817,169.8464,45.93,78,98,1.23,NZ,overcast clouds
173,Pundaguitan,6.3711,126.1689,81.48,74,49,2.1,PH,scattered clouds
174,Copiapo,-27.3667,-70.3333,51.49,55,37,8.1,CL,scattered clouds
175,Balkanabat,39.5108,54.3671,80.62,35,89,4.63,TM,overcast clouds
176,Sainte-Anne-Des-Monts,49.124,-66.4924,61.18,76,5,0.43,CA,clear sky
177,Khatanga,71.9667,102.5,29.41,90,96,8.66,RU,overcast clouds
178,Airai,-8.9266,125.4092,58.28,46,100,2.35,TL,overcast clouds
179,Kulhudhuffushi,6.6221,73.07,80.67,80,100,17.94,MV,overcast clouds
180,Naze,28.3667,129.4833,72.52,75,96,9.95,JP,overcast clouds
181,Hukuntsi,-24.0,21.75,67.1,37,0,17.92,BW,clear sky
182,Chabahar,25.2919,60.643,78.69,79,17,5.28,IR,few clouds
